gene,CRISPRn phenotype
CD7 ,-0.033387339
CD70 ,0.289446764
CD72 ,0.069592972
CD74 ,0.106356435
CD79A ,0.079504491
CD79B ,0.050935394
CD80 ,0.06428389
CD81 ,0.003694863
CD82 ,0.040386394
CD83 ,-0.000169762
CD84 ,0.064045239
CD86 ,-0.108784711
CD8A ,-0.009515356
CD9 ,0.026666905
CD93 ,0.099041448
CD96 ,0.036927611
CD99 ,0.158696506
CD99L2 ,0.154693248
CDA ,0.13060179
CDADC1 ,0.017789155
CDAN1 ,-0.162548453
CDC123 ,-2.391713154
CDC14A ,-0.021885731
CDC14B ,0.084477053
CDC16 ,-2.348368394
CDC20 ,-2.036533454
CDC20B ,-0.153470703
CDC23 ,-1.439239161
CDC25A ,-0.698110587
CDC25B ,-0.390713745
CDC25C ,-0.068513704
CDC26 ,-0.591170722
CDC27 ,-0.988049494
CDC34 ,0.122593955
CDC37 ,-1.798118913
CDC37L1 ,0.098876485
CDC40 ,-1.557818619
CDC42 ,-0.864183964
CDC42BPA ,-0.175889725
CDC42BPB ,-0.084261921
CDC42BPG ,-0.347734191
CDC42EP1 ,0.019885529
CDC42EP2 ,-0.170014268
CDC42EP3 ,0.01175539
CDC42EP4 ,0.089244562
CDC42EP5 ,0.224562381
CDC42SE1 ,-0.35308965
CDC42SE2 ,0.032160523
CDC45 ,-2.178224672
CDC5L ,-2.359642392
CDC6 ,-1.141034304
CDC7 ,-1.9961324
CDC73 ,-1.258844179
CDCA2 ,-0.181780482
CDCA3 ,-0.210412499
CDCA4 ,-0.016723143
CDCA5 ,-0.933876642
CDCA7 ,-0.002244889
CDCA7L ,0.089009492
CDCA8 ,-1.111449536
CDCP1 ,0.069584385
CDCP2 ,-0.092755867
CDH1 ,0.051913321
CDH10 ,0.016036937
CDH11 ,0.126714021
CDH12 ,-0.417005959
CDH13 ,-0.06759882
CDH15 ,-0.515190515
CDH16 ,0.093989061
CDH17 ,-0.129486765
CDH18 ,0.056657282
CDH19 ,0.09102885
CDH2 ,-0.114379819
CDH20 ,0.203266011
CDH22 ,0.058994789
CDH23 ,0.034135678
CDH24 ,-0.106513858
CDH26 ,0.213843164
CDH3 ,-0.210534221
CDH4 ,-0.006114589
CDH5 ,-0.364861407
CDH6 ,-0.05505085
CDH7 ,0.068976547
CDH8 ,0.065451378
CDH9 ,0.034274792
CDHR1 ,-0.003872816
CDHR2 ,-0.089949017
CDHR3 ,-0.326363686
CDHR4 ,-0.037249071
CDHR5 ,-0.033545086
CDIN1 ,0.067756498
CDIP1 ,-0.012897916
CDIPT ,-1.322115173
CDK1 ,-1.788566308
CDK10 ,-0.281855317
CDK12 ,0.019773164
CDK13 ,-0.510080797
CDK14 ,-0.142616827
CDK15 ,-0.137340141
CDK16 ,0.058216397
CDK17 ,-0.140229032
CDK18 ,-0.063770333
CDK19 ,0.052068414
CDK2 ,-0.282811533
CDK20 ,0.059151373
CDK2AP1 ,-0.259135213
CDK2AP2 ,-0.14149046
CDK3 ,0.017901294
CDK4 ,-0.144608429
CDK5 ,-0.019920261
CDK5R1 ,0.114129766
CDK5R2 ,0.122221034
CDK5RAP1 ,0.055276122
CDK5RAP2 ,-0.216252014
CDK5RAP3 ,-0.233583391
CDK6 ,-0.284492505
CDK7 ,-1.878929201
CDK8 ,-0.541306304
CDK9 ,-1.321222191
CDKAL1 ,-0.154338066
CDKL1 ,0.024530754
CDKL2 ,0.115990347
CDKL3 ,0.027969028
CDKL4 ,-0.028515695
CDKL5 ,0.151149437
CDKN1A ,-0.097233554
CDKN1B ,0.053585827
CDKN1C ,0.015328854
CDKN2A ,0.182677895
CDKN2AIP ,-0.107972287
CDKN2AIPNL ,0.124678073
CDKN2B ,0.04801823
CDKN2C ,0.046192917
CDKN2D ,0.271869942
CDKN3 ,0.066885185
CDNF ,0.03573081
CDO1 ,-0.031762708
CDON ,0.108254608
CDPF1 ,-0.154461385
CDR1 ,0.115013597
CDR2 ,0.053305955
CDR2L ,-0.056205811
CDRT15 ,-0.016044848
CDRT15L2 ,0.005729489
CDS1 ,0.201855724
CDS2 ,-0.890526646
CDSN ,-0.235361986
CDT1 ,-2.292754278
CDV3 ,-0.051328611
CDX1 ,0.150595855
CDX2 ,-0.019999396
CDX4 ,0.007107761
CDYL ,-0.254561728
CDYL2 ,0.024602777
CEACAM1 ,0.104103317
CEACAM16 ,0.057937465
CEACAM19 ,-0.034470775
CEACAM21 ,-0.243795499
CEACAM3 ,0.053711164
CEACAM4 ,-0.034422586
CEACAM5 ,0.195361587
CEACAM6 ,-0.07287358
CEACAM7 ,-0.184627893
CEACAM8 ,0.067293704
CEBPA ,-0.348290136
CEBPB ,-0.031099909
CEBPD ,-0.286451866
CEBPE ,-0.264405479
CEBPG ,-0.171314871
CEBPZ ,-1.398529782
CEL ,-0.090664578
CELA1 ,-0.051301996
CELA2A ,-0.026184231
CELA2B ,0.045279191
CELA3A ,0.012352564
CELA3B ,0.218413628
CELF1 ,-0.096764042
CELF2 ,-0.015740347
CELF3 ,-0.098006902
CELF4 ,-0.059103403
CELF5 ,-0.266118278
CELF6 ,0.132675654
CELSR1 ,-0.038150489
CELSR2 ,-0.77627015
CELSR3 ,-0.106283596
CEMIP ,-0.062941888
CEMIP2 ,0.053119191
CEMP1 ,-0.039670405
CENATAC ,-0.85595453
CEND1 ,-0.084716341
CENPA ,-0.477557677
CENPB ,-0.094595485
CENPC ,-0.580532805
CENPE ,-0.68434346
CENPF ,-0.114349864
CENPH ,-0.80938649
CENPI ,-0.490087241
CENPJ ,-0.234743688
CENPK ,-1.572231003
CENPL ,-0.436197143
CENPM ,-0.462883553
CENPN ,-1.159637036
CENPO ,-0.07464117
CENPP ,-0.098579905
CENPQ ,-0.160082272
CENPS ,-0.038920069
CENPT ,-0.481092935
CENPU ,-0.071616409
CENPV ,0.190888983
CENPW ,-1.588897759
CENPX ,-0.010549027
CEP104 ,-0.106770299
CEP112 ,-0.020613322
CEP120 ,0.176770377
CEP126 ,-0.021730057
CEP128 ,0.146457384
CEP131 ,-0.569561903
CEP135 ,-0.194906258
CEP152 ,-0.076923208
CEP162 ,-0.181631323
CEP164 ,-0.036382367
CEP170 ,-0.407606593
CEP170B ,0.062269241
CEP19 ,-0.056470368
CEP192 ,-0.553018122
CEP20 ,0.195945073
CEP250 ,-0.073314044
CEP290 ,-0.157654687
CEP295 ,-0.194907537
CEP295NL ,0.022469428
CEP350 ,-0.007561248
CEP41 ,-0.042735115
CEP43 ,-0.340035923
CEP44 ,-0.048190103
CEP55 ,-0.231088428
CEP57 ,-0.000947674
CEP57L1 ,0.105427941
CEP63 ,-0.000142865
CEP68 ,-0.349007828
CEP70 ,0.098432167
CEP72 ,-0.125294952
CEP76 ,0.196894083
CEP78 ,0.052445024
CEP83 ,-0.043380765
CEP85 ,-0.024624145
CEP85L ,-0.03396995
CEP89 ,0.086443118
CEP95 ,-0.106180417
CEP97 ,-0.199125696
CEPT1 ,-0.340746983
CER1 ,-0.001606942
CERCAM ,-0.117963218
CERK ,0.047258309
CERKL ,0.020043878
CERS1 ,-0.03194338
CERS2 ,-0.290002158
CERS3 ,0.055145529
CERS4 ,-0.126206528
CERS5 ,-0.030854864
CERS6 ,-0.037334729
CERT1 ,-0.003352943
CES1 ,-0.346785165
CES2 ,0.067356588
CES3 ,-0.233290285
CES4A ,0.106072799
CES5A ,-0.075037114
CETN1 ,-0.007713431
CETN2 ,-0.038286041
CETN3 ,-0.130840767
CETP ,-0.074700142
CFAP100 ,0.075487233
CFAP126 ,-0.067664521
CFAP157 ,-0.061826286
CFAP161 ,0.046989531
CFAP20 ,-0.568304353
CFAP206 ,-0.081933404
CFAP20DC ,-0.040161325
CFAP210 ,-0.094244122
CFAP221 ,0.172488329
CFAP251 ,-0.065919442
CFAP298 ,-2.099633282
CFAP299 ,-0.019056541
CFAP300 ,0.072370651
CFAP36 ,-0.065532435
CFAP410 ,-0.130653276
CFAP418 ,-0.079658776
CFAP43 ,-0.135629736
CFAP44 ,-0.014635609
CFAP45 ,0.095307727
CFAP46 ,0.02610598
CFAP47 ,0.230250175
CFAP52 ,0.163707963
CFAP53 ,0.059717658
CFAP57 ,-0.321111259
CFAP58 ,0.141839728
CFAP61 ,-0.050773309
CFAP65 ,0.099979323
CFAP69 ,-0.091177389
CFAP70 ,-0.186775229
CFAP73 ,-0.030783396
CFAP77 ,0.016820359
CFAP91 ,0.030205875
CFAP92 ,0.034647217
CFAP97 ,-0.208921622
CFAP97D1 ,-0.090115547
CFB ,-0.46358116
CFD ,0.222835655
CFDP1 ,-0.182590183
CFH ,0.032746192
CFHR1 ,0.131166756
CFHR3 ,0.072600362
CFHR5 ,-0.021290081
CFI ,-0.083522029
CFL1 ,-1.50964094
CFL2 ,0.08791396
CFLAR ,-0.169231126
CFP ,0.120727173
CFTR ,-0.000397303
CGA ,0.003741395
CGAS ,-0.106910428
CGGBP1 ,0.146548655
CGN ,-0.013073454
CGNL1 ,0.000831125
CGREF1 ,0.035451099
CGRRF1 ,0.10778297
CH25H ,-0.064088274
CHAC1 ,-0.013036207
CHAC2 ,-0.051646004
CHAD ,-0.116559847
CHADL ,0.072502306
CHAF1A ,-0.688496956
CHAF1B ,-1.830813066
CHAMP1 ,-0.04846533
CHAT ,-0.002072926
CHCHD1 ,-0.689145496
CHCHD10 ,-0.343014277
CHCHD2 ,-0.894852305
CHCHD3 ,-0.482126145
CHCHD4 ,-0.769404443
CHCHD5 ,-0.009148416
CHCHD6 ,0.102280979
CHCHD7 ,-0.122415791
CHD1 ,-0.097951539
CHD1L ,-0.180025313
CHD2 ,-0.023260124
CHD3 ,0.078116955
CHD4 ,-1.639920238
CHD5 ,-0.150056432
CHD6 ,-0.189620031
CHD7 ,-0.402106187
CHD8 ,-0.166371747
CHD9 ,-0.066232394
CHDH ,0.019989448
CHEK1 ,-1.74790962
CHEK2 ,0.179293581
CHERP ,-0.945941114
CHFR ,0.057276516
CHGA ,0.128467565
CHGB ,0.035167678
CHI3L1 ,-0.105823046
CHI3L2 ,-0.075590901
CHIA ,-0.200352762
CHIC1 ,0.166356988
CHIC2 ,0.086226374
CHID1 ,-0.065526102
CHIT1 ,0.03936889
CHKA ,-0.443724463
CHKB ,0.034812204
CHL1 ,-0.150945008
CHM ,0.006548497
CHML ,-0.004202057
CHMP1A ,-0.485208672
CHMP1B ,-0.138548153
CHMP2A ,-1.41438859
CHMP2B ,0.159270889
CHMP3 ,-0.981573493
CHMP4A ,-0.115044671
CHMP4B ,-0.455757192
CHMP4C ,-0.129323633
CHMP5 ,-0.296076436
CHMP6 ,-1.297557287
CHMP7 ,0.023597321
CHN1 ,-0.088493306
CHN2 ,0.206247948
CHODL ,0.023345029
CHORDC1 ,-1.089737943
CHP1 ,0.061450034
CHP2 ,-0.070911216
CHPF ,0.074101224
CHPF2 ,-0.182888035
CHPT1 ,0.014407678
CHRAC1 ,-0.069489559
CHRD ,0.054237675
CHRDL1 ,-0.029966266
CHRDL2 ,-0.1465797
CHRM1 ,-0.022208244
CHRM2 ,0.004503726
CHRM3 ,0.188653767
CHRM4 ,0.006055362
CHRM5 ,0.121577076
CHRNA1 ,-0.094710276
CHRNA10 ,0.130367348
CHRNA2 ,0.040982421
CHRNA3 ,0.104857362
CHRNA4 ,0.104092038
CHRNA5 ,-0.105791939
CHRNA6 ,-0.133856407
CHRNA7 ,-0.260945856
CHRNA9 ,-0.085541618
CHRNB1 ,-0.077967129
CHRNB2 ,0.087030606
CHRNB3 ,0.011135412
CHRNB4 ,0.167896466
CHRND ,-0.154100063
CHRNE ,-0.104199945
CHRNG ,-0.078197422
CHST1 ,0.041015302
CHST10 ,0.088379129
CHST11 ,-0.097949276
CHST12 ,0.316936804
CHST13 ,0.311475765
CHST14 ,0.170190317
CHST15 ,0.064544963
CHST2 ,-0.127671092
CHST3 ,-0.103846141
CHST4 ,-0.127337616
CHST5 ,0.11090791
CHST6 ,0.065008833
CHST7 ,-0.187539526
CHST8 ,-0.276815407
CHST9 ,-0.165881917
CHSY1 ,0.034951979
CHSY3 ,-0.057318922
CHTF18 ,-0.291882777
CHTF8 ,-0.499162194
CHTOP ,-0.387951852
CHUK ,-0.123249018
CHURC1 ,-0.008810516
CIAO1 ,-1.155816209
CIAO2A ,-0.621812209
CIAO2B ,-1.222897376
CIAO3 ,-1.90828231
CIAPIN1 ,-1.46838556
CIART ,-0.369114396
CIB1 ,0.126939474
CIB2 ,0.020117565
CIB3 ,-0.00061052
CIB4 ,-0.226085141
CIBAR1 ,0.12266339
CIBAR2 ,-0.266326669
CIC ,0.067194278
CIDEA ,0.029879806
CIDEB ,-0.206729061
CIDEC ,-0.084673691
CIITA ,-0.057691386
CILK1 ,-0.132016657
CILP ,-0.276799892
CILP2 ,-0.052191107
CINP ,-1.309908303
CIP2A ,-0.131367743
CIPC ,0.010319416
CIR1 ,-0.304769851
CIRBP ,-0.216345944
CISD2 ,0.11688319
CISD3 ,-0.045437601
CISH ,0.02276456
CIT ,-0.402512583
CITED1 ,-0.085000043
CITED2 ,0.054945066
CITED4 ,-0.505418615
CIZ1 ,-0.121199775
CKAP2 ,-0.071286407
CKAP2L ,-0.436683193
CKAP4 ,-0.213135179
CKAP5 ,-1.073110764
CKB ,0.064720965
CKLF ,-0.121899668
CKM ,-0.022813643
CKMT2 ,0.120751372
CKS2 ,-0.298324921
CLASRP ,-0.416796312
CLBA1 ,-0.026857872
CLC ,-0.070780387
CLCA1 ,-0.023887395
CLCA2 ,-0.00097886
CLCA4 ,0.019484304
CLCC1 ,-0.220173223
CLCF1 ,-0.14162713
CLCN1 ,-0.042382236
CLCN2 ,0.115375043
CLCN3 ,0.151521128
CLCN4 ,0.271295065
CLCN5 ,0.054639801
CLCN6 ,-0.17309638
CLCN7 ,0.065377818
CLCNKA ,-0.055468728
CLCNKB ,0.124443479
CLDN1 ,0.047200201
CLDN10 ,0.036981392
CLDN11 ,-0.077816232
CLDN12 ,0.09598282
CLDN14 ,-0.029430226
CLDN15 ,-0.205589676
CLDN16 ,0.10700008
CLDN17 ,0.072989885
CLDN18 ,0.033387854
CLDN19 ,-0.309356935
CLDN2 ,0.042509404
CLDN20 ,-0.069971228
CLDN22 ,0.044098007
CLDN23 ,0.141752439
CLDN25 ,0.030628307
CLDN3 ,-0.0669494
CLDN4 ,-0.207933925
CLDN5 ,-0.248395318
CLDN6 ,-0.240267359
CLDN7 ,0.040953811
CLDN8 ,0.093390643
CLDN9 ,0.099116273
CLDND1 ,0.017034036
CLDND2 ,0.106755311
CLEC10A ,-0.024051224
CLEC11A ,0.092629098
CLEC12A ,-0.031532827
CLEC12B ,0.138430259
CLEC14A ,-0.023852702
CLEC16A ,0.138409566
CLEC17A ,0.026774279
CLEC1A ,-0.309337367
CLEC1B ,0.18430974
CLEC2A ,0.051380142
CLEC2B ,-0.04337388
CLEC2D ,0.103161819
CLEC2L ,-0.228212993
CLEC3A ,0.022526672
CLEC3B ,-0.119195273
CLEC4A ,0.12174636
CLEC4C ,0.131239635
CLEC4D ,0.056138301
CLEC4E ,0.117240128
CLEC4F ,0.051605253
CLEC4G ,-0.037190179
CLEC4M ,0.025566703
CLEC5A ,0.083907212
CLEC6A ,0.131098111
CLEC7A ,0.09805293
CLEC9A ,-0.009733772
CLECL1 ,0.139554371
CLGN ,-0.055473677
CLHC1 ,-0.056738032
CLIC1 ,0.00304228
CLIC2 ,0.067286219
CLIC3 ,-0.135449757
CLIC4 ,0.005851975
CLIC5 ,0.067333017
CLIC6 ,-0.014038352
CLINT1 ,-0.020459994
CLIP1 ,-0.207694937
CLIP2 ,0.053105721
CLIP3 ,-0.092620924
CLIP4 ,0.083057618
CLK1 ,0.088398817
CLK2 ,-0.342237391
CLK3 ,-0.01283364
CLK4 ,0.045028103
CLLU1-AS1 ,0.12154145
CLMN ,0.099812323
CLMP ,0.104147373
CLN3 ,0.003757878
CLN5 ,0.119965584
CLN6 ,0.040368784
CLN8 ,0.137910433
CLNK ,0.071649258
CLNS1A ,-1.145141881
CLOCK ,0.192944902
CLP1 ,-2.299134812
CLPB ,-0.224041727
CLPP ,-0.62168282
CLPS ,-0.404643334
CLPSL1 ,-0.121223884
CLPSL2 ,-0.006259334
CLPTM1 ,0.002358121
CLPTM1L ,-0.0405005
CLPX ,-0.54388226
CLRN1 ,0.052285018
CLRN2 ,0.04414139
CLRN3 ,0.134274902
CLSPN ,-0.839374122
CLSTN1 ,-0.160917372
CLSTN2 ,0.002667007
CLSTN3 ,-0.120126424
CLTA ,-0.035986634
CLTB ,-0.063643698
CLTC ,-1.568349618
CLTCL1 ,-0.627331542
CLTRN ,-0.09611008
CLU ,0.018514814
CLUAP1 ,0.036870261
CLUH ,-0.06300283
CLUL1 ,-0.201523939
CLVS1 ,-0.151494738
CLVS2 ,0.057866905
CLYBL ,0.119527246
CMA1 ,-0.250708201
CMAS ,-0.609519203
CMBL ,-0.063282536
CMC1 ,-1.277790634
CMC2 ,-0.052461312
CMC4 ,0.069918496
CMIP ,-0.730686155
CMKLR1 ,0.069110551
CMKLR2 ,0.007076765
CMPK1 ,-1.152030326
CMPK2 ,-0.087562591
CMSS1 ,0.090325508
CMTM2 ,0.090990976
CMTM3 ,0.05905919
CMTM4 ,0.068177557
CMTM5 ,-0.192799732
CMTM6 ,-0.102046864
CMTM7 ,0.162683798
CMTM8 ,-0.165226601
CMTR1 ,-0.547700007
CMTR2 ,-0.090971615
CMYA5 ,-0.161427138
CNBD1 ,0.064002157
CNBD2 ,0.147915332
CNBP ,-0.148469221
CNDP1 ,0.141513025
CNDP2 ,0.058287856
CNEP1R1 ,-0.145880151
CNFN ,-0.025145749
CNGA1 ,-0.081997403
CNGA2 ,0.119073595
CNGA3 ,-0.234649463
CNGA4 ,-0.082395379
CNGB1 ,-0.141806581
CNGB3 ,0.116510463
CNIH1 ,-0.046293168
CNIH2 ,-0.170374199
CNIH3 ,-0.080612996
CNIH4 ,-1.235231253
CNKSR1 ,-0.082628458
CNKSR2 ,-0.052219817
CNKSR3 ,0.077765599
CNMD ,0.079542439
CNN1 ,-0.18012549
CNN2 ,-1.100427851
CNN3 ,0.041559439
CNNM1 ,-0.05390843
CNNM2 ,0.028397743
CNNM3 ,-0.071503827
CNNM4 ,-0.161151202
CNOT1 ,-0.922755914
CNOT10 ,-0.11788706
CNOT11 ,-0.363175889
CNOT2 ,-0.242862022
CNOT3 ,-1.259998319
CNOT4 ,-0.182983488
CNOT6 ,-0.029327272
CNOT6L ,-0.017136817
CNOT7 ,-0.555779603
CNOT8 ,-0.06564157
CNOT9 ,-0.450877025
CNP ,0.024801901
CNPPD1 ,0.052049505
CNPY1 ,-0.000630802
CNPY2 ,-0.092030245
CNPY3 ,-0.086949041
CNPY4 ,-0.141864724
CNR1 ,0.018110287
CNR2 ,-0.001747082
CNRIP1 ,-0.030584847
CNST ,-0.072845662
CNTD1 ,-0.206929168
CNTF ,-0.019402775
CNTFR ,-0.131964953
CNTLN ,0.060688521
CNTN1 ,0.087246616
CNTN2 ,-0.058371623
CNTN3 ,0.02547329
CNTN4 ,0.09838294
CNTN5 ,0.154127847
CNTN6 ,-0.017817247
CNTNAP1 ,-0.112317039
CNTNAP2 ,-0.068342182
CNTNAP3 ,0.033760345
CNTNAP3B ,-0.26583381
CNTNAP4 ,-0.047940453
CNTNAP5 ,0.078914957
CNTRL ,-0.044325124
CNTROB ,-0.010801516
COA1 ,-0.055464055
COA3 ,-0.853173866
COA4 ,0.009911637
COA5 ,-0.421786946
COA6 ,-0.412368477
COA7 ,-0.804306842
COA8 ,-0.016168757
COASY ,-0.337723817
COBL ,0.102172234
COBLL1 ,-0.097275337
COCH ,-0.258190556
COG1 ,0.02002289
COG2 ,-0.229957099
COG3 ,-0.30007604
COG4 ,-0.11188417
COG5 ,-0.177056192
COG6 ,0.024910545
COG7 ,0.09420412
COG8 ,-0.433202075
COIL ,-0.138446315
COL10A1 ,0.221987966
COL11A1 ,0.037569913
COL11A2 ,0.17052725
COL12A1 ,0.006825042
COL13A1 ,-0.020487004
COL14A1 ,0.031005143
COL15A1 ,-0.069501797
COL16A1 ,-0.028534937
COL17A1 ,-0.011889293
COL18A1 ,0.004051792
COL19A1 ,-0.101603752
COL1A1 ,-0.178248116
COL1A2 ,0.091079556
COL20A1 ,0.148296035
COL21A1 ,0.095888963
COL22A1 ,0.058702549
COL23A1 ,-0.039418505
COL24A1 ,0.111471189
COL25A1 ,-0.085064843
COL27A1 ,0.114813922
COL28A1 ,0.170074553
COL2A1 ,-0.046068148
COL3A1 ,0.003641251
COL4A1 ,-0.010399841
COL4A2 ,-0.003328347
COL4A3 ,-0.091934567
COL4A4 ,0.226909982
COL4A5 ,0.099293133
COL4A6 ,0.110839595
COL5A1 ,-0.063569006
COL5A2 ,-0.093567222
COL5A3 ,0.015536316
COL6A1 ,0.100904546
COL6A2 ,-0.036628506
COL6A3 ,0.013224348
COL6A6 ,0.102167116
COL7A1 ,-0.106132574
COL8A1 ,-0.066644191
COL8A2 ,0.1099981
COL9A1 ,0.172597356
COL9A2 ,-0.174157575
COL9A3 ,0.069190706
COLCA2 ,0.033273192
COLEC10 ,0.063281671
COLEC11 ,-0.0715448
COLEC12 ,0.141833315
COLGALT1 ,0.0910099
COLGALT2 ,-0.031681443
COLQ ,0.011984726
COMMD1 ,-0.21803527
COMMD10 ,-0.160461597
COMMD2 ,-0.164906328
COMMD3 ,-0.400716883
COMMD4 ,-0.008730644
COMMD5 ,-0.019300511
COMMD6 ,-0.128832878
COMMD7 ,-0.351494884
COMMD8 ,-0.350985871
COMMD9 ,-0.042276283
COMP ,-0.216919151
COMT ,-0.659200979
COMTD1 ,-0.214528705
COP1 ,-0.061092413
COPA ,-2.164157035
COPB1 ,-1.477132126
COPB2 ,-2.110389109
COPE ,-1.289077498
COPG1 ,0.188888009
COPRS ,-0.188506711
COPS2 ,-0.884601439
COPS3 ,-0.974042992
COPS4 ,-0.711118597
COPS5 ,-1.580320926
COPS6 ,-0.887914706
COPS7A ,-0.023269477
COPS7B ,0.139164291
COPS8 ,-0.614382269
COPS9 ,0.105709717
COPZ1 ,-1.913255133
COQ10A ,-0.009252791
COQ10B ,-0.182880774
COQ2 ,-0.444379135
COQ3 ,-0.235402054
COQ4 ,-0.751703863
COQ5 ,-0.440179066
COQ6 ,0.008518297
COQ7 ,-0.248783942
COQ8A ,-0.009326505
COQ8B ,-0.123033691
COQ9 ,-0.114505217
CORIN ,-0.00814586
CORO1A ,-0.146672786
CORO1B ,-0.085105318
CORO1C ,-0.101816318
CORO2A ,0.035456628
CORO2B ,0.073032304
CORO6 ,-0.145859186
CORO7 ,0.085582182
CORT ,-0.202253685
COTL1 ,0.051637381
COX10 ,-0.838805697
COX11 ,-0.653480992
COX14 ,-0.549484358
COX15 ,-0.580313417
COX16 ,-0.147473961
COX17 ,-0.375180726
COX18 ,-0.301869105
COX19 ,-0.53031772
COX20 ,-0.819361446
COX4I1 ,-0.586052287
COX4I2 ,-0.115102914
COX5A ,-0.344738925
COX5B ,-0.685859335
COX6A1 ,-1.422017303
COX6A2 ,-0.126428169
COX6B1 ,-1.183041392
COX6B2 ,0.081809504
COX6C ,-0.490058027
COX7A1 ,0.18886105
COX7A2 ,-0.015504735
COX7A2L ,0.248825873
COX7B ,-0.835939858
COX7B2 ,0.085253281
COX7C ,-1.00891918
COX8A ,0.044538771
COX8C ,0.06510339
CP ,-0.056604257
CPA1 ,-0.259831167
CPA2 ,0.03874908
CPA3 ,0.172536132
CPA4 ,0.107440939
CPA5 ,-0.199616202
CPA6 ,0.027728878
CPAMD8 ,-0.490928522
CPB1 ,0.104679455
CPB2 ,0.028758725
CPD ,-0.143262512
CPE ,0.020621278
CPEB1 ,0.032503928
CPEB2 ,-0.107028071
CPEB3 ,0.082059689
CPEB4 ,-0.160753926
CPED1 ,-0.232129699
CPLANE1 ,-0.037968434
CPLANE2 ,-0.160743327
CPLX1 ,0.141196938
CPLX2 ,-0.104465001
CPLX3 ,-0.089424681
CPLX4 ,0.198311523
CPM ,-0.137141183
CPN1 ,-0.088375608
CPN2 ,-0.103706759
CPNE1 ,-0.271926238
CPNE2 ,-0.24618651
CPNE3 ,0.030903407
CPNE4 ,0.046707833
CPNE5 ,-0.193639156
CPNE6 ,-0.124986075
CPNE7 ,-0.6457554
CPNE8 ,0.041981835
CPNE9 ,0.007266931
CPO ,0.057027595
CPOX ,-0.318794958
CPPED1 ,0.071981233
CPQ ,-0.064697373
CPS1 ,0.020066336
CPSF1 ,-0.989222399
CPSF2 ,-1.725895926
CPSF3 ,-2.071722249
CPSF4 ,-1.2039745
CPSF4L ,-0.093259628
CPSF6 ,-0.77547736
CPSF7 ,-0.061503109
CPT1A ,0.009436001
CPT1B ,-0.04611725
CPT1C ,0.010619308
CPT2 ,-0.189144081
CPTP ,0.060784422
CPVL ,-0.03918654
CPXCR1 ,-0.110122109
CPXM1 ,0.064165042
CPXM2 ,0.042915855
CPZ ,-0.031616958
CR1L ,-0.196656619
CR2 ,-0.040186092
CRABP1 ,-0.053771601
CRABP2 ,-0.042017849
CRACD ,0.10869661
CRACDL ,-0.260308615
CRACR2A ,0.160865767
CRACR2B ,-0.083212567
CRADD ,0.222997698
CRAMP1 ,-0.882929415
CRAT ,0.018650164
CRB1 ,0.178338829
CRB2 ,0.135195969
CRB3 ,-0.012065586
CRBN ,-0.058351269
CRCP ,-0.668549639
CRCT1 ,-0.527302545
CREB1 ,0.124026021
CREB3 ,-0.113506321
CREB3L1 ,0.069102084
CREB3L2 ,0.160232734
CREB3L3 ,0.100732409
CREB3L4 ,0.145772948
CREB5 ,0.118480943
CREBBP ,0.056236394
CREBL2 ,0.049119002
CREBRF ,-0.109606512
CREBZF ,0.130089001
CREG1 ,0.007547666
CREG2 ,0.028724648
CRELD1 ,0.163659368
CRELD2 ,-0.046255047
CRH ,-0.006542845
CRHBP ,0.087916453
CRHR1 ,-0.075914479
CRHR2 ,0.041546167
CRIM1 ,0.232738343
CRIP1 ,0.072845681
CRIP2 ,-0.040276202
CRIP3 ,-0.183539029
CRIPAK ,0.362680015
CRIPT ,-0.012313475
CRISP1 ,-0.239488806
CRISP2 ,-0.252707979
CRISP3 ,-0.144020226
CRISPLD1 ,0.090567841
CRISPLD2 ,-0.24925995
CRK ,-0.108014915
CRKL ,-0.632417862
CRLF1 ,-0.124862335
CRLF3 ,-0.055001813
CRLS1 ,-1.231454851
CRMP1 ,-0.166073343
CRNKL1 ,-1.964351574
CRNN ,-0.032143666
CROCC ,-0.175246271
CROT ,-0.082629124
CRP ,-0.10014288
CRTAC1 ,0.041654012
CRTAM ,0.035035597
CRTAP ,0.134117277
CRTC1 ,-0.051668407
CRTC2 ,-0.064261516
CRTC3 ,-0.17449543
CRX ,-0.213806811
CRY1 ,0.01401726
CRY2 ,0.082563059
CRYAB ,0.090572148
CRYBA1 ,-0.144835883
CRYBA2 ,0.033291003
CRYBA4 ,0.004524526
CRYBB1 ,0.176018551
CRYBB2 ,-0.037066636
CRYBB3 ,-0.129196702
CRYBG1 ,0.011839122
CRYGA ,-0.019311637
CRYGB ,-0.06915368
CRYGC ,-0.136681124
CRYGD ,-0.402724357
CRYGN ,-0.022774474
CRYGS ,-0.059482932
CRYL1 ,0.070335901
CRYM ,0.053501707
CRYZ ,0.103421462
CRYZL1 ,-0.180073191
CS ,-0.689258555
CSAD ,-0.097580165
CSAG1 ,0.009932687
CSDC2 ,-0.111323268
CSDE1 ,-0.504053665
CSE1L ,-2.260995321
CSF1 ,-0.278198494
CSF1R ,-0.029503288
CSF2 ,-0.238051949
CSF2RA ,0.052596608
CSF2RB ,0.088641605
CSF3 ,-0.300096371
CSF3R ,-0.081064962
CSGALNACT1 ,-0.008708034
CSGALNACT2 ,-0.05902803
